PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS22100496,02/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/02/2020,25,0,
LS22100496,02/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/02/2020,25,0,
LS24400195,02/02/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/02/2020,25,0,
LS24400209,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,0,
LS24400209,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS2440021A,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,50,
LS24400220,02/02/2020,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,02/02/2020,35,0,
LS24400231,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/02/2020,25,0,
LS24400242,02/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0,0,
LS24400253,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/02/2020,50,0,
LS24400253,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/02/2020,50,0,
LS07161393,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,0,
LS08574388,02/02/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/02/2020,25,0,
LS08574399,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS08574435,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/02/2020,25,0,
LS08574435,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/02/2020,25,0,
LS08574559,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS14478425,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,0,0,
LS14478425,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2020,0,0,
LS14478436,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,25,0,
LS14478436,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS14478447,02/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,0,
LS14656873,02/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,0,
LS14656873,02/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS21400417,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,25,0,
LS21400417,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS22100485,02/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,0,0,
LS24400195,02/02/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2020,25,0,
LS24400209,02/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,25,0,
LS24400220,02/02/2020,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,03/02/2020,35,0,
LS24400220,02/02/2020,BURLEY ROAD CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,04/02/2020,35,0,
LS24400231,02/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/02/2020,25,0,
LS24400242,02/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2020,0,0,
LS06768281,03/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,83,0,
LS06768317,03/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS07161462,03/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS07161509,03/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS07161542,03/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/02/2020,0,0,
LS07161542,03/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/02/2020,0,0,
LS07161553,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS07161553,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS07161564,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS07161575,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS07161575,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,25,0,
LS07161575,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS08574628,03/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS08574628,03/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS08574639,03/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS0857464A,03/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS0857464A,03/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/02/2020,0,0,
LS09956798,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956798,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS09956812,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS09956823,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS09956834,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,0,0,
LS09956845,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS09956856,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956867,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS09956878,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956889,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS12469398,03/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,50,
LS14478458,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,83,
LS14478469,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS17301014,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS17301025,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,13/02/2020,25,0,
LS17301036,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS24900369,03/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,50,
LS25900262,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS25900262,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/02/2020,25,0,
LS25900262,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,12/02/2020,25,0,
LS25900273,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,15/02/2020,25,0,
LS06768270,03/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS06768270,03/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS06768292,03/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,75,0,
LS06768306,03/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS06768306,03/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS07161462,03/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS0716151A,03/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/02/2020,50,0,
LS07161564,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS07161586,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS07161586,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS08574639,03/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS09956801,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956801,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS09956812,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS09956823,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,0,0,
LS09956834,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0,0,
LS09956845,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956867,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,0,0,
LS09956889,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,25,0,
LS09956889,03/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS14478469,03/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,0,0,
LS17301014,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS17301025,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS17301025,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/02/2020,25,0,
LS17301036,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS25900273,03/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,03/02/2020,25,0,
LS05950676,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,10/02/2020,0,50,
LS05950701,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,05/02/2020,25,0,
LS06676070,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS06676070,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS06676081,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS06676081,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS06676092,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2020,25,0,
LS06676092,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,25,0,
LS06676161,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS06676161,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,0,0,
LS07583678,04/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS07583703,04/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,50,0,
LS07583703,04/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,50,0,
LS0995689A,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS0995689A,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/02/2020,0,0,
LS09956914,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS09956914,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0,0,
LS09956936,04/02/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/02/2020,25,0,
LS09956947,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS09956958,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,0,0,
LS0995697A,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,50,0,
LS0995697A,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,50,0,
LS09956980,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS12264420,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/02/2020,25,0,
LS14657129,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,50,0,
LS14657129,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/03/2020,50,0,
LS1465713A,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS1465713A,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS14657151,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,50,0,
LS14657151,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/03/2020,50,0,
LS14657162,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS14657173,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2020,25,0,
LS21600562,04/02/2020,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,18/02/2020,25,0,
LS21700501,04/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS22100645,04/02/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/02/2020,75,0,
LS23600064,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS05950676,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,04/02/2020,0,50,
LS05950676,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,11/02/2020,0,50,
LS05950701,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,04/02/2020,25,0,
LS05950701,04/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,25,0,
LS06676092,04/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS06676172,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,50,0,
LS06676172,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,50,0,
LS07583667,04/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,50,
LS07583678,04/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS09956903,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS09956903,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS09956903,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS09956925,04/02/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/02/2020,25,0,
LS09956936,04/02/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/02/2020,25,0,
LS09956958,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,0,
LS09956969,04/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,0,83,
LS12264420,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,04/02/2020,25,0,
LS14657140,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,50,
LS14657162,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS14657173,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS14657173,04/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS21600540,04/02/2020,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,04/02/2020,70,0,
LS21600540,04/02/2020,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,09/03/2020,70,0,
LS21600551,04/02/2020,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,04/02/2020,0,83,
LS21600562,04/02/2020,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,04/02/2020,25,0,
LS21600562,04/02/2020,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,19/02/2020,25,0,
LS21700498,04/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS21700498,04/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS21700501,04/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2020,25,0,
LS23600064,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,25,0,
LS23600075,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,04/02/2020,25,0,
LS23600075,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,25,0,
LS23600075,04/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS05253774,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS05253774,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/02/2020,25,0,
LS05253810,05/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,25,0,
LS05253821,05/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS05253843,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,50,
LS05253854,05/02/2020,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,05/02/2020,25,50,
LS05253865,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS05253865,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS12264464,05/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS12264475,05/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS12264486,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS12264497,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS12264500,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/02/2020,25,0,
LS12264511,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS12264533,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/02/2020,25,0,
LS14745827,05/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,50,
LS17301193,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,25,0,
LS17301207,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS17301229,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS17301229,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/02/2020,0,0,
LS1730123A,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,25,0,
LS17301240,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS17301251,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS17301262,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,50,0,
LS17301262,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,50,0,
LS17301273,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS18600724,05/02/2020,MEADOW LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,25/02/2020,35,0,
LS18600724,05/02/2020,MEADOW LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,12/03/2020,35,0,
LS18600735,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,50,
LS20503403,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS20503414,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS20503480,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS20503505,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS20503516,05/02/2020,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,05/02/2020,35,0,
LS20503516,05/02/2020,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,24/02/2020,35,0,
LS21700512,05/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/02/2020,25,0,
LS21700512,05/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2020,25,0,
LS21700523,05/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2020,25,0,
LS21700534,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,0,0,
LS21700545,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
