Practice_Code,Practice_Name,LA_CODE,GOR10CD,Age_Band,PSEEN_TOTAL
V06002,MR MM LALJEE,E10000014,E12000008,CHILD_12_months,1747
V06004,MR NK TANK,E10000014,E12000008,ADULT_24_months,3435
V06004,MR NK TANK,E10000014,E12000008,CHILD_12_months,985
V06005,Ms A Modarresi-Tehrani,E10000014,E12000008,ADULT_24_months,1589
V06005,Ms A Modarresi-Tehrani,E10000014,E12000008,CHILD_12_months,330
V06006,Bounty Road Dental Practice Partnership,E10000014,E12000008,ADULT_24_months,509
V06006,Bounty Road Dental Practice Partnership,E10000014,E12000008,CHILD_12_months,351
V06007,Braceurself Limited,E10000014,E12000008,ADULT_24_months,37
V06007,Braceurself Limited,E10000014,E12000008,CHILD_12_months,143
V06011,MR MA SIMPSON,E06000050,E12000002,ADULT_24_months,3918
V06011,MR MA SIMPSON,E06000050,E12000002,CHILD_12_months,976
V06013,Smile4life Ltd,E10000014,E12000008,ADULT_24_months,4981
V06013,Smile4life Ltd,E10000014,E12000008,CHILD_12_months,1659
V06014,Miss S K Dau,E10000014,E12000008,ADULT_24_months,116
V06014,Miss S K Dau,E10000014,E12000008,CHILD_12_months,262
V06015,MR MA SIMPSON,E06000050,E12000002,ADULT_24_months,6400
V06015,MR MA SIMPSON,E06000050,E12000002,CHILD_12_months,1661
V06016,Gaskell Avenue Dental Practice Ltd,E06000049,E12000002,ADULT_24_months,530
V06016,Gaskell Avenue Dental Practice Ltd,E06000049,E12000002,CHILD_12_months,686
V06017,MR R HERRON,E10000014,E12000008,ADULT_24_months,85
V06017,MR R HERRON,E10000014,E12000008,CHILD_12_months,98
V06018,Elizabeth Richardson (trading as Basingstoke Orthodontics),E10000014,E12000008,ADULT_24_months,81
V06018,Elizabeth Richardson (trading as Basingstoke Orthodontics),E10000014,E12000008,CHILD_12_months,102
V06019,New Church Road Dental Surgery,E10000014,E12000008,ADULT_24_months,2327
V06019,New Church Road Dental Surgery,E10000014,E12000008,CHILD_12_months,897
V06019,Tadley Dental Care Partnership,E10000014,E12000008,ADULT_24_months,1238
V06019,Tadley Dental Care Partnership,E10000014,E12000008,CHILD_12_months,504
V06020,C & V Gillespie,E06000050,E12000002,ADULT_24_months,4552
V06020,C & V Gillespie,E06000050,E12000002,CHILD_12_months,1149
V06025,Oaklands Dental Care,E06000050,E12000002,ADULT_24_months,3674
V06025,Oaklands Dental Care,E06000050,E12000002,CHILD_12_months,1418
V06026,MR GD ROWE,E06000050,E12000002,ADULT_24_months,254
V06026,MR GD ROWE,E06000050,E12000002,CHILD_12_months,309
V06028,CEDAR DENTAL CARE LTD,E06000037,E12000008,ADULT_24_months,1342
V06028,CEDAR DENTAL CARE LTD,E06000037,E12000008,CHILD_12_months,1512
V06029,Smiles by Design Limited,E06000050,E12000002,ADULT_24_months,119
V06029,Smiles by Design Limited,E06000050,E12000002,CHILD_12_months,43
V06030,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",E08000028,E12000005,ADULT_24_months,21422
V06030,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",E08000028,E12000005,CHILD_12_months,4316
V06032,MR J SREERAM,E06000050,E12000002,ADULT_24_months,3584
V06032,MR J SREERAM,E06000050,E12000002,CHILD_12_months,960
V06033,Avon House Dental Practice,E06000022,E12000009,ADULT_24_months,2795
V06033,Avon House Dental Practice,E06000022,E12000009,CHILD_12_months,832
V06035,OASIS DENTAL CARE LTD,E10000007,E12000004,ADULT_24_months,3629
V06035,OASIS DENTAL CARE LTD,E10000007,E12000004,CHILD_12_months,726
V06036,MR J MUSA,E08000001,E12000002,ADULT_24_months,2629
V06036,MR J MUSA,E08000001,E12000002,CHILD_12_months,605
V06037,MRS RP ATWAL,E10000031,E12000005,ADULT_24_months,12843
V06037,MRS RP ATWAL,E10000031,E12000005,CHILD_12_months,3210
V06041,Whitecross Dental Care Limited,E10000014,E12000008,ADULT_24_months,8768
V06041,Whitecross Dental Care Limited,E10000014,E12000008,CHILD_12_months,1787
V06042,MR FM RAHMAN,E10000031,E12000005,ADULT_24_months,507
V06042,MR FM RAHMAN,E10000031,E12000005,CHILD_12_months,351
V06045,MRS S RAHIMI,E10000031,E12000005,ADULT_24_months,1063
V06045,MRS S RAHIMI,E10000031,E12000005,CHILD_12_months,641
V06046,MR PC SEE,E10000031,E12000005,ADULT_24_months,2043
V06046,MR PC SEE,E10000031,E12000005,CHILD_12_months,383
V06048,MR J MUSA,E08000001,E12000002,ADULT_24_months,3579
V06048,MR J MUSA,E08000001,E12000002,CHILD_12_months,1048
V06049,MR PK MAHAPATRA,E10000031,E12000005,ADULT_24_months,820
V06049,MR PK MAHAPATRA,E10000031,E12000005,CHILD_12_months,554
V06050,Dorset House Dental,E10000031,E12000005,ADULT_24_months,6077
V06050,Dorset House Dental,E10000031,E12000005,CHILD_12_months,1279
V06051,MR TO YUNUS,E10000031,E12000005,ADULT_24_months,2476
V06051,MR TO YUNUS,E10000031,E12000005,CHILD_12_months,940
V06054,MR MD ELVINS,E06000056,E12000006,ADULT_24_months,43
V06054,MR MD ELVINS,E06000056,E12000006,CHILD_12_months,258
V06055,IDH Limited,E10000028,E12000005,ADULT_24_months,4104
V06055,IDH Limited,E10000028,E12000005,CHILD_12_months,1005
V06056,MR JP HEALY,E10000028,E12000005,ADULT_24_months,717
V06056,MR JP HEALY,E10000028,E12000005,CHILD_12_months,214
V06057,OASIS DENTAL CARE LTD,E10000028,E12000005,ADULT_24_months,4449
V06057,OASIS DENTAL CARE LTD,E10000028,E12000005,CHILD_12_months,1355
V06058,Z Raza Dental Surgeon,E10000028,E12000005,ADULT_24_months,1871
V06058,Z Raza Dental Surgeon,E10000028,E12000005,CHILD_12_months,343
V06059,MRS CJ PRINT,E10000031,E12000005,ADULT_24_months,1221
V06059,MRS CJ PRINT,E10000031,E12000005,CHILD_12_months,400
V06060,Whitecross Dental Care Limited,E10000013,E12000009,ADULT_24_months,8504
V06060,Whitecross Dental Care Limited,E10000013,E12000009,CHILD_12_months,1946
V06061,SM Dental Care,E10000028,E12000005,ADULT_24_months,2071
V06061,SM Dental Care,E10000028,E12000005,CHILD_12_months,587
V06062,530 Dental Care,E08000001,E12000002,ADULT_24_months,444
V06062,530 Dental Care,E08000001,E12000002,CHILD_12_months,1179
V06063,MR B PATEL,E10000028,E12000005,ADULT_24_months,2256
V06063,MR B PATEL,E10000028,E12000005,CHILD_12_months,552
V06065,MR E MOORE,E10000028,E12000005,ADULT_24_months,2988
V06065,MR E MOORE,E10000028,E12000005,CHILD_12_months,882
V06067,MR P SANGHA,E10000028,E12000005,ADULT_24_months,4538
V06067,MR P SANGHA,E10000028,E12000005,CHILD_12_months,1326
V06069,MR N AHMED,E10000028,E12000005,ADULT_24_months,5431
V06069,MR N AHMED,E10000028,E12000005,CHILD_12_months,1281
V06070,Avondale House Surgery Ltd,E10000028,E12000005,ADULT_24_months,7087
V06070,Avondale House Surgery Ltd,E10000028,E12000005,CHILD_12_months,1708
V06073,OASIS DENTAL CARE LTD,E10000007,E12000004,ADULT_24_months,6585
V06073,OASIS DENTAL CARE LTD,E10000007,E12000004,CHILD_12_months,1817
V06074,"165 Long Street, Atherstone",E10000031,E12000005,ADULT_24_months,2326
V06074,"165 Long Street, Atherstone",E10000031,E12000005,CHILD_12_months,537
V06075,"Dental Surgery, 60 Long Street",E10000031,E12000005,ADULT_24_months,1716
V06075,"Dental Surgery, 60 Long Street",E10000031,E12000005,CHILD_12_months,570
V06076,Prestige Dental Care,E10000031,E12000005,ADULT_24_months,7635
V06076,Prestige Dental Care,E10000031,E12000005,CHILD_12_months,1761
V06079,MR P CASWELL,E10000028,E12000005,ADULT_24_months,756
V06079,MR P CASWELL,E10000028,E12000005,CHILD_12_months,316
V06080,Cannock Dental Care,E10000028,E12000005,ADULT_24_months,7036
V06080,Cannock Dental Care,E10000028,E12000005,CHILD_12_months,1470
V06081,Coleshill Smile Care Limited,E10000031,E12000005,ADULT_24_months,5871
V06081,Coleshill Smile Care Limited,E10000031,E12000005,CHILD_12_months,1041
V06082,Kingsbury Dental Practice,E10000031,E12000005,ADULT_24_months,1583
V06082,Kingsbury Dental Practice,E10000031,E12000005,CHILD_12_months,410
V06083,MR RK NAHAR,E10000028,E12000005,ADULT_24_months,3264
V06083,MR RK NAHAR,E10000028,E12000005,CHILD_12_months,1249
V06084,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",E10000031,E12000005,ADULT_24_months,1985
V06084,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",E10000031,E12000005,CHILD_12_months,592
V06085,MR AS DULKU,E10000031,E12000005,ADULT_24_months,11792
V06085,MR AS DULKU,E10000031,E12000005,CHILD_12_months,2836
V06086,OASIS DENTAL CARE LTD,E10000031,E12000005,ADULT_24_months,2957
V06086,OASIS DENTAL CARE LTD,E10000031,E12000005,CHILD_12_months,723
V06087,Camphill Dental Practice,E10000031,E12000005,ADULT_24_months,12576
V06087,Camphill Dental Practice,E10000031,E12000005,CHILD_12_months,4514
V06090,MR SS TIWANA,E10000031,E12000005,ADULT_24_months,1361
V06090,MR SS TIWANA,E10000031,E12000005,CHILD_12_months,453
V06091,HOLYWELL HOUSE ORTHODONTICS LIMITED,E10000031,E12000005,ADULT_24_months,40
V06091,HOLYWELL HOUSE ORTHODONTICS LIMITED,E10000031,E12000005,CHILD_12_months,56
V06091,The Manor Dental Surgery,E10000031,E12000005,ADULT_24_months,5784
V06091,The Manor Dental Surgery,E10000031,E12000005,CHILD_12_months,1785
V06094,MISS H ANJAM,E10000031,E12000005,ADULT_24_months,2317
V06094,MISS H ANJAM,E10000031,E12000005,CHILD_12_months,625
V06094,MRS SL RAGSDALE,E10000031,E12000005,ADULT_24_months,1317
V06094,MRS SL RAGSDALE,E10000031,E12000005,CHILD_12_months,361
V06094,Polesworth Dental Centre,E10000031,E12000005,ADULT_24_months,1354
V06094,Polesworth Dental Centre,E10000031,E12000005,CHILD_12_months,273
V06096,MR C HAJISTILLY,E10000015,E12000006,ADULT_24_months,1796
V06096,MR C HAJISTILLY,E10000015,E12000006,CHILD_12_months,428
V06097,Steven Bate,E08000001,E12000002,ADULT_24_months,277
V06097,Steven Bate,E08000001,E12000002,CHILD_12_months,1190
V06099,MR Z SACRANIE,E10000031,E12000005,ADULT_24_months,3232
V06099,MR Z SACRANIE,E10000031,E12000005,CHILD_12_months,836
V06100,Buxton Dental Practice,E10000007,E12000004,ADULT_24_months,1213
V06100,Buxton Dental Practice,E10000007,E12000004,CHILD_12_months,474
V06100,MISS CL WILLIAMS,E10000007,E12000004,ADULT_24_months,7
V06100,MISS CL WILLIAMS,E10000007,E12000004,CHILD_12_months,19
V06102,Experdental Limited,E10000015,E12000006,ADULT_24_months,4605
V06102,Experdental Limited,E10000015,E12000006,CHILD_12_months,1490
V06102,MR VB PATEL,E10000015,E12000006,ADULT_24_months,2
V06103,Ravat & Ray Dental Care (Farnworth),E08000001,E12000002,ADULT_24_months,5
V06103,Ravat & Ray Dental Care (Farnworth),E08000001,E12000002,CHILD_12_months,0
V06104,Mr H Singh Thiara & Mrs S Kaur,E10000018,E12000004,ADULT_24_months,1323
V06104,Mr H Singh Thiara & Mrs S Kaur,E10000018,E12000004,CHILD_12_months,471
V06106,Cottage Dental Practice,E10000031,E12000005,ADULT_24_months,1843
V06106,Cottage Dental Practice,E10000031,E12000005,CHILD_12_months,512
V06107,MR AI PARUK,E10000031,E12000005,ADULT_24_months,336
V06107,MR AI PARUK,E10000031,E12000005,CHILD_12_months,135
V06108,MR GE FICKERT,E10000031,E12000005,ADULT_24_months,61
V06108,Unique Smiles Alcester,E10000031,E12000005,ADULT_24_months,577
V06108,Unique Smiles Alcester,E10000031,E12000005,CHILD_12_months,660
V06109,Hughes & Meixner,E10000031,E12000005,ADULT_24_months,373
V06109,Hughes & Meixner,E10000031,E12000005,CHILD_12_months,631
V06110,MR RD KIDY,E10000018,E12000004,ADULT_24_months,5029
V06110,MR RD KIDY,E10000018,E12000004,CHILD_12_months,1048
V06112,MR JC ALLEN,E10000031,E12000005,ADULT_24_months,8480
V06112,MR JC ALLEN,E10000031,E12000005,CHILD_12_months,1860
V06113,MR F JAMALL,E10000031,E12000005,ADULT_24_months,2814
V06113,MR F JAMALL,E10000031,E12000005,CHILD_12_months,1106
V06114,Letchworth Dental Surgery,E10000015,E12000006,ADULT_24_months,3937
V06114,Letchworth Dental Surgery,E10000015,E12000006,CHILD_12_months,898
V06115,MR A KACHHALA,E10000031,E12000005,ADULT_24_months,4726
V06115,MR A KACHHALA,E10000031,E12000005,CHILD_12_months,1320
V06116,Leamington Spa Orthodontics Limited,E10000031,E12000005,ADULT_24_months,19
V06116,Leamington Spa Orthodontics Limited,E10000031,E12000005,CHILD_12_months,136
V06119,MR PS SANSI,E10000015,E12000006,ADULT_24_months,1315
V06119,MR PS SANSI,E10000015,E12000006,CHILD_12_months,811
V06121,MR SS HOTHI,E10000031,E12000005,ADULT_24_months,3174
V06121,MR SS HOTHI,E10000031,E12000005,CHILD_12_months,618
V06123,Whetstone Dental Surgery Limited,E10000018,E12000004,ADULT_24_months,2405
V06123,Whetstone Dental Surgery Limited,E10000018,E12000004,CHILD_12_months,677
V06124,MR AD LEE,E10000031,E12000005,ADULT_24_months,869
V06124,MR AD LEE,E10000031,E12000005,CHILD_12_months,615
V06125,Leicester Street Dental Surgery,E10000031,E12000005,ADULT_24_months,987
V06125,Leicester Street Dental Surgery,E10000031,E12000005,CHILD_12_months,119
V06125,MR HM MOSTAFA,E10000031,E12000005,ADULT_24_months,2725
V06125,MR HM MOSTAFA,E10000031,E12000005,CHILD_12_months,748
V06127,MR SS MATHAROO,E10000031,E12000005,ADULT_24_months,4226
V06127,MR SS MATHAROO,E10000031,E12000005,CHILD_12_months,1463
V06128,MR BS MATHARU,E10000031,E12000005,ADULT_24_months,220
V06129,Handside Dental Surgery Limited,E10000015,E12000006,ADULT_24_months,5578
V06129,Handside Dental Surgery Limited,E10000015,E12000006,CHILD_12_months,1552
V06131,MR A SAGHIR,E10000031,E12000005,ADULT_24_months,6659
V06131,MR A SAGHIR,E10000031,E12000005,CHILD_12_months,1510
V06132,MR P MULLIGAN,E10000031,E12000005,ADULT_24_months,613
V06132,MR P MULLIGAN,E10000031,E12000005,CHILD_12_months,770
V06133,MR PS THIARA,E10000031,E12000005,ADULT_24_months,1160
V06133,MR PS THIARA,E10000031,E12000005,CHILD_12_months,165
V06134,MR SS UBHI,E10000031,E12000005,ADULT_24_months,2762
V06134,MR SS UBHI,E10000031,E12000005,CHILD_12_months,581
V06136,MRS JA WARHAM,E10000031,E12000005,ADULT_24_months,1019
V06136,MRS JA WARHAM,E10000031,E12000005,CHILD_12_months,188
V06137,MS S KUTTY,E10000031,E12000005,ADULT_24_months,1697
V06137,MS S KUTTY,E10000031,E12000005,CHILD_12_months,339
V06138,MRS F SMART,E10000031,E12000005,ADULT_24_months,1752
V06138,MRS F SMART,E10000031,E12000005,CHILD_12_months,491
V06139,Mr B Moroney & Ms N Whitley,E10000018,E12000004,ADULT_24_months,2208
V06139,Mr B Moroney & Ms N Whitley,E10000018,E12000004,CHILD_12_months,649
V06140,Mr M C Omar,E06000044,E12000008,ADULT_24_months,1905
V06140,Mr M C Omar,E06000044,E12000008,CHILD_12_months,410
V06143,MR SR GIBSON-SEXTON,E10000031,E12000005,ADULT_24_months,298
V06143,MR SR GIBSON-SEXTON,E10000031,E12000005,CHILD_12_months,248
V06144,MR P GOVENDER,E10000031,E12000005,ADULT_24_months,373
V06144,MR P GOVENDER,E10000031,E12000005,CHILD_12_months,386
V06145,MR GK LOO YONG KEE,E10000018,E12000004,ADULT_24_months,4318
V06145,MR GK LOO YONG KEE,E10000018,E12000004,CHILD_12_months,1132
V06147,Evesham Place Limited,E10000031,E12000005,ADULT_24_months,347
V06147,Evesham Place Limited,E10000031,E12000005,CHILD_12_months,220
V06147,MR AJ BROWNE,E10000031,E12000005,ADULT_24_months,931
V06147,MR AJ BROWNE,E10000031,E12000005,CHILD_12_months,461
V06148,MR CV MARU,E10000018,E12000004,ADULT_24_months,1635
V06148,MR CV MARU,E10000018,E12000004,CHILD_12_months,503
V06149,MRS Y RATANSHI,E10000015,E12000006,ADULT_24_months,1558
V06149,MRS Y RATANSHI,E10000015,E12000006,CHILD_12_months,771
V06150,MR MA FELLER,E10000031,E12000005,ADULT_24_months,170
V06150,MR MA FELLER,E10000031,E12000005,CHILD_12_months,172
V06151,MR AJ SHEEHAN,E06000044,E12000008,ADULT_24_months,1820
V06151,MR AJ SHEEHAN,E06000044,E12000008,CHILD_12_months,504
V06153,Dr H Moti & Dr J Shah,E10000018,E12000004,ADULT_24_months,4120
V06153,Dr H Moti & Dr J Shah,E10000018,E12000004,CHILD_12_months,1457
V06154,Stratford Orthodontics Limited,E10000031,E12000005,ADULT_24_months,9
V06154,Stratford Orthodontics Limited,E10000031,E12000005,CHILD_12_months,69
V06156,Hallcross Dental Practices Limited,E10000018,E12000004,ADULT_24_months,9322
V06156,Hallcross Dental Practices Limited,E10000018,E12000004,CHILD_12_months,2483
V06157,IDH Limited,E10000031,E12000005,ADULT_24_months,7606
V06157,IDH Limited,E10000031,E12000005,CHILD_12_months,1678
V06160,MR SR MEHTA,E10000031,E12000005,ADULT_24_months,811
V06160,MR SR MEHTA,E10000031,E12000005,CHILD_12_months,499
V06161,MR PJ PATEL,E10000018,E12000004,ADULT_24_months,2400
V06161,MR PJ PATEL,E10000018,E12000004,CHILD_12_months,595
V06162,MR LZ BRYNIARSKI,E10000031,E12000005,ADULT_24_months,1296
V06162,MR LZ BRYNIARSKI,E10000031,E12000005,CHILD_12_months,178
V06162,MR ME WINT,E10000031,E12000005,ADULT_24_months,2641
V06162,MR ME WINT,E10000031,E12000005,CHILD_12_months,629
V06162,MR PK MAHAPATRA,E10000031,E12000005,ADULT_24_months,1585
V06162,MR PK MAHAPATRA,E10000031,E12000005,CHILD_12_months,507
V06162,MR RS BATE,E10000031,E12000005,ADULT_24_months,2269
V06162,MR RS BATE,E10000031,E12000005,CHILD_12_months,284
V06162,Old Square Orthodontics Limited,E10000031,E12000005,ADULT_24_months,20
V06162,Old Square Orthodontics Limited,E10000031,E12000005,CHILD_12_months,73
V06163,Experdental Limited,E10000015,E12000006,ADULT_24_months,4656
V06163,Experdental Limited,E10000015,E12000006,CHILD_12_months,1490
V06164,Forest House Dental Surgery Limited,E10000018,E12000004,ADULT_24_months,6194
V06164,Forest House Dental Surgery Limited,E10000018,E12000004,CHILD_12_months,1807
V06166,MR JA CLARK,E10000031,E12000005,ADULT_24_months,4125
V06166,MR JA CLARK,E10000031,E12000005,CHILD_12_months,1324
V06167,MRS S HINDOCHA,E10000018,E12000004,ADULT_24_months,339
V06167,MRS S HINDOCHA,E10000018,E12000004,CHILD_12_months,326
V06168,MR MN GAMBROUDES,E10000031,E12000005,ADULT_24_months,3824
V06168,MR MN GAMBROUDES,E10000031,E12000005,CHILD_12_months,1515
V06170,Mr P Sitlu & Mr I Bhyat,E10000018,E12000004,ADULT_24_months,7242
V06170,Mr P Sitlu & Mr I Bhyat,E10000018,E12000004,CHILD_12_months,2653
V06172,MR DJ LANGMAN,E10000031,E12000005,ADULT_24_months,6881
V06172,MR DJ LANGMAN,E10000031,E12000005,CHILD_12_months,1642
V06173,MR A BHATT,E10000018,E12000004,ADULT_24_months,8479
V06173,MR A BHATT,E10000018,E12000004,CHILD_12_months,2498
V06174,Olive Tree Dental Practice Limited,E10000018,E12000004,ADULT_24_months,2596
V06174,Olive Tree Dental Practice Limited,E10000018,E12000004,CHILD_12_months,771
V06175,MISS MS CHOHAN,E10000015,E12000006,ADULT_24_months,3142
V06175,MISS MS CHOHAN,E10000015,E12000006,CHILD_12_months,1069
V06176,MR S VYAS,E10000018,E12000004,ADULT_24_months,6160
V06176,MR S VYAS,E10000018,E12000004,CHILD_12_months,2012
V06178,S Lidder & S Chahal T/A Lutterworth DP,E10000018,E12000004,ADULT_24_months,5260
V06178,S Lidder & S Chahal T/A Lutterworth DP,E10000018,E12000004,CHILD_12_months,1474
V06179,Droylsden Road Dental Practice,E08000003,E12000002,ADULT_24_months,4778
V06179,Droylsden Road Dental Practice,E08000003,E12000002,CHILD_12_months,2009
V06182,207 Dental Care,E08000003,E12000002,ADULT_24_months,1316
V06182,207 Dental Care,E08000003,E12000002,CHILD_12_months,278
V06183,Blackley Dental Surgery,E08000003,E12000002,ADULT_24_months,1054
V06183,Blackley Dental Surgery,E08000003,E12000002,CHILD_12_months,254
V06184,MR EF FISHER,E08000003,E12000002,ADULT_24_months,2591
V06184,MR EF FISHER,E08000003,E12000002,CHILD_12_months,832
V06187,MR CC LIU,E08000003,E12000002,ADULT_24_months,3268
V06187,MR CC LIU,E08000003,E12000002,CHILD_12_months,1206
V06188,Partners in Progress (UK) Ltd,E08000003,E12000002,ADULT_24_months,2079
V06188,Partners in Progress (UK) Ltd,E08000003,E12000002,CHILD_12_months,907
V06189,MR DC MOSS,E08000003,E12000002,ADULT_24_months,1528
V06189,MR DC MOSS,E08000003,E12000002,CHILD_12_months,161
V06190,Beehive Dental Practice,E10000015,E12000006,ADULT_24_months,898
V06190,Beehive Dental Practice,E10000015,E12000006,CHILD_12_months,1195
V06191,MRS S KAYANI,E08000003,E12000002,ADULT_24_months,3833
V06191,MRS S KAYANI,E08000003,E12000002,CHILD_12_months,2494
V06193,MS T KHAN,E08000003,E12000002,ADULT_24_months,4692
V06193,MS T KHAN,E08000003,E12000002,CHILD_12_months,1836
V06195,Alston Dental Practice Limited,E10000006,E12000002,ADULT_24_months,381
V06195,Alston Dental Practice Limited,E10000006,E12000002,CHILD_12_months,67
V06197,Mr M Mahmood,E08000003,E12000002,ADULT_24_months,2269
V06197,Mr M Mahmood,E08000003,E12000002,CHILD_12_months,695
V06201,MR RW BROWN,E08000003,E12000002,ADULT_24_months,2531
V06201,MR RW BROWN,E08000003,E12000002,CHILD_12_months,451
V06202,MR EN WOODIER,E08000003,E12000002,ADULT_24_months,2644
V06202,MR EN WOODIER,E08000003,E12000002,CHILD_12_months,651
V06204,Dr J S Jandu and Ms K K Bhambra,E10000028,E12000005,ADULT_24_months,1368
V06204,Dr J S Jandu and Ms K K Bhambra,E10000028,E12000005,CHILD_12_months,797
V06205,MR J NASSERI TAHERI,E10000015,E12000006,ADULT_24_months,3890
V06205,MR J NASSERI TAHERI,E10000015,E12000006,CHILD_12_months,1022
V06206,Church Lane Dental Practice,E08000003,E12000002,ADULT_24_months,3552
V06206,Church Lane Dental Practice,E08000003,E12000002,CHILD_12_months,1056
V06207,New Moston Dental Centre,E08000003,E12000002,ADULT_24_months,4332
V06207,New Moston Dental Centre,E08000003,E12000002,CHILD_12_months,1341
V06209,Apex Dental Care Sturry Partnership,E10000016,E12000008,ADULT_24_months,2990
V06209,Apex Dental Care Sturry Partnership,E10000016,E12000008,CHILD_12_months,1167
V06210,MR M GREENSTEIN,E10000015,E12000006,ADULT_24_months,37
V06210,MR M GREENSTEIN,E10000015,E12000006,CHILD_12_months,207
V06211,MR AC MILLER,E10000013,E12000009,ADULT_24_months,178
V06211,MR AC MILLER,E10000013,E12000009,CHILD_12_months,531
V06211,MR MF ISAACS,E10000013,E12000009,ADULT_24_months,189
V06211,MR MF ISAACS,E10000013,E12000009,CHILD_12_months,639
V06212,Landridge Dental Surgery,E08000003,E12000002,ADULT_24_months,2864
V06212,Landridge Dental Surgery,E08000003,E12000002,CHILD_12_months,797
V06213,Tilehouse Dental Clinic,E10000015,E12000006,ADULT_24_months,71
V06213,Tilehouse Dental Clinic,E10000015,E12000006,CHILD_12_months,148
V06214,Manchester DP Ltd,E08000003,E12000002,ADULT_24_months,6912
V06214,Manchester DP Ltd,E08000003,E12000002,CHILD_12_months,857
V06218,"Mellor, Wilkinson and Shokraee",E08000003,E12000002,ADULT_24_months,806
V06221,MR MA SOMERVILLE,E08000003,E12000002,ADULT_24_months,5416
V06221,MR MA SOMERVILLE,E08000003,E12000002,CHILD_12_months,2884
V06223,Lister House Dental Centre,E10000012,E12000006,ADULT_24_months,5554
V06223,Lister House Dental Centre,E10000012,E12000006,CHILD_12_months,1987
V06228,Pooltown Dental,E06000050,E12000002,ADULT_24_months,6482
V06228,Pooltown Dental,E06000050,E12000002,CHILD_12_months,1640
V06229,MR TS CLAYDON,E10000015,E12000006,ADULT_24_months,11
V06229,MR TS CLAYDON,E10000015,E12000006,CHILD_12_months,21
V06231,Rensburg Pty Limited,E10000014,E12000008,ADULT_24_months,5575
V06231,Rensburg Pty Limited,E10000014,E12000008,CHILD_12_months,1873
V06232,MR L GRANHED,E10000015,E12000006,ADULT_24_months,2374
V06232,MR L GRANHED,E10000015,E12000006,CHILD_12_months,603
V06233,Fleet Dental Centre limited,E10000014,E12000008,ADULT_24_months,9137
V06233,Fleet Dental Centre limited,E10000014,E12000008,CHILD_12_months,3036
V06234,MR NF FARYAD,E10000015,E12000006,ADULT_24_months,1412
V06234,MR NF FARYAD,E10000015,E12000006,CHILD_12_months,368
V06235,MR JK EVANS,E06000050,E12000002,ADULT_24_months,4043
V06235,MR JK EVANS,E06000050,E12000002,CHILD_12_months,908
V06236,MR SS DEHAL,E10000031,E12000005,ADULT_24_months,4546
V06236,MR SS DEHAL,E10000031,E12000005,CHILD_12_months,1073
V06238,Gidman & Waywell,E06000050,E12000002,ADULT_24_months,8463
V06238,Gidman & Waywell,E06000050,E12000002,CHILD_12_months,2405
V06239,Mr M Eyrumlu & Mr A Eyrumlu,E10000011,E12000008,ADULT_24_months,2782
V06239,Mr M Eyrumlu & Mr A Eyrumlu,E10000011,E12000008,CHILD_12_months,740
V06241,Bucklersbury Dental Surgery,E10000015,E12000006,ADULT_24_months,623
V06241,Bucklersbury Dental Surgery,E10000015,E12000006,CHILD_12_months,290
V06242,A Gatrad Dental Surgey,E10000015,E12000006,ADULT_24_months,7258
V06242,A Gatrad Dental Surgey,E10000015,E12000006,CHILD_12_months,2119
V06243,Sutton Dental Practice,E06000050,E12000002,ADULT_24_months,10040
V06243,Sutton Dental Practice,E06000050,E12000002,CHILD_12_months,2490
V06244,Raby Road Dental Centre,E06000050,E12000002,ADULT_24_months,5174
V06244,Raby Road Dental Centre,E06000050,E12000002,CHILD_12_months,1194
V06247,Dental Care Neston,E06000050,E12000002,ADULT_24_months,2133
V06247,Dental Care Neston,E06000050,E12000002,CHILD_12_months,531
V06249,Redcliffe Dental Practice,E06000050,E12000002,ADULT_24_months,34
V06249,Redcliffe Dental Practice,E06000050,E12000002,CHILD_12_months,154
V06252,MISS SC DUNCAN,E10000028,E12000005,ADULT_24_months,555
V06252,MISS SC DUNCAN,E10000028,E12000005,CHILD_12_months,168
V06252,MR AP JAMES,E10000028,E12000005,ADULT_24_months,423
V06252,MR AP JAMES,E10000028,E12000005,CHILD_12_months,283
V06254,The Tutbury Dental Practice Ltd,E10000028,E12000005,ADULT_24_months,969
V06254,The Tutbury Dental Practice Ltd,E10000028,E12000005,CHILD_12_months,1962
V06256,MISS SJ WORSKETT,E10000028,E12000005,ADULT_24_months,38
V06256,MISS SJ WORSKETT,E10000028,E12000005,CHILD_12_months,144
V06256,MR IH KHAN,E10000028,E12000005,ADULT_24_months,98
V06256,MR IH KHAN,E10000028,E12000005,CHILD_12_months,375
V06256,MR JG LANGLEY,E10000028,E12000005,ADULT_24_months,194
V06256,MR JG LANGLEY,E10000028,E12000005,CHILD_12_months,401
V06256,The Staffordshire Clinic NHS Contract Partnership,E10000028,E12000005,ADULT_24_months,53
V06256,The Staffordshire Clinic NHS Contract Partnership,E10000028,E12000005,CHILD_12_months,135
V06257,MISS SE HAWORTH,E06000050,E12000002,ADULT_24_months,1995
